Airport,Community,Airport Name,City,Country,Latitude,Longitude
BMU,0,Muhammad Salahuddin Airport,Bima,Indonesia,-8.5396499633789,118.68699645996
WGP,0,Umbu Mehang Kunda Airport,Waingapu,Indonesia,-9.66922,120.302002
SUB,0,Juanda International Airport,Surabaya,Indonesia,-7.379829883575439,112.78700256347656
SOC,0,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,-7.516089916229248,110.75700378417967
ICN,17,Incheon International Airport,Seoul,South Korea,37.46910095214844,126.45099639892578
CNX,17,Chiang Mai International Airport,Chiang Mai,Thailand,18.7667999268,98.962600708
CEI,17,Chiang Rai International Airport,Chiang Rai,Thailand,19.952299118,99.8828964233
NST,17,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,8.539620399475098,99.9447021484375
KOP,17,Nakhon Phanom Airport,Nakhon Phanom,Thailand,17.383800506591797,104.64299774169922
UBP,17,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,15.2512998581,104.870002747
KKC,17,Khon Kaen Airport,Khon Kaen,Thailand,16.466600418099997,102.783996582
THS,17,Sukhothai Airport,Sukhothai,Thailand,17.238000869750977,99.81819915771484
DPS,0,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,-8.7481698989868,115.16699981689
ATH,2,Eleftherios Venizelos International Airport,Athens,Greece,37.9364013672,23.9444999695
NGO,17,Chubu Centrair International Airport,Nagoya,Japan,34.8583984375,136.80499267578125
UKB,17,Kobe Airport,Kobe,Japan,34.6328010559082,135.2239990234375
PUW,3,Pullman Moscow Regional Airport,Pullman,United States,46.7439,-117.110001
LWS,3,Lewiston Nez Perce County Airport,Lewiston,United States,46.3745002746582,-117.01499938964844
ELM,3,Elmira Corning Regional Airport,Elmira,United States,42.1599006652832,-76.8916015625
ITH,3,Ithaca Tompkins Regional Airport,Ithaca,United States,42.49100112915039,-76.4583969116211
MRY,3,Monterey Peninsula Airport,Monterey,United States,36.58700180053711,-121.84300231933594
SBA,3,Santa Barbara Municipal Airport,Santa Barbara,United States,34.42620087,-119.8399963
DAB,3,Daytona Beach International Airport,Daytona Beach,United States,29.179899,-81.058098
RIX,2,Riga International Airport,Riga,Latvia,56.92359924316406,23.971099853515625
KUN,2,Kaunas International Airport,Kaunas,Lithuania,54.96390151977539,24.084800720214844
PLQ,2,Palanga International Airport,Palanga,Lithuania,55.97320175170898,21.093900680541992
VNO,2,Vilnius International Airport,Vilnius,Lithuania,54.634102,25.285801
EVN,13,Zvartnots International Airport,Yerevan,Armenia,40.1473007202,44.3959007263
LWN,13,Gyumri Shirak Airport,Gyumri,Armenia,40.7504005432,43.859298706100006
ASM,9,Asmara International Airport,Asmara,Eritrea,15.291899681091309,38.91070175170898
MSW,9,Massawa International Airport,Massawa,Eritrea,15.670000076293944,39.37009811401367
BUS,2,Batumi International Airport,Batumi,Georgia,41.6102981567,41.5997009277
KUT,2,Kopitnari Airport,Kutaisi,Georgia,42.176700592,42.4826011658
TBS,2,Tbilisi International Airport,Tbilisi,Georgia,41.6692008972,44.95470047
RIY,9,Mukalla International Airport,Mukalla,Yemen,14.662599563598633,49.375
TAI,9,Ta'izz International Airport,Taiz,Yemen,13.6859998703,44.1390991211
HOD,9,Hodeidah International Airport,Hodeidah,Yemen,14.753000259399414,42.97629928588867
ADE,9,Aden International Airport,Aden,Yemen,12.829500198364258,45.02880096435547
AXK,9,Ataq Airport,Ataq,Yemen,14.551300048828123,46.82619857788086
AAY,9,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,16.191699981689453,52.17499923706055
SAH,9,Sana'a International Airport,Sanaa,Yemen,15.476300239562988,44.21969985961914
SCT,9,Socotra International Airport,Socotra,Yemen,12.63070011138916,53.905799865722656
FMM,2,Memmingen Allgau Airport,Memmingen,Germany,47.9888000488,10.2395000458
NAV,2,Nevşehir Kapadokya Airport,Nevsehir,Turkey,38.7719,34.5345
EZE,11,Ministro Pistarini International Airport,Buenos Aires,Argentina,-34.8222,-58.5358
EBL,9,Erbil International Airport,Erbil,Iraq,36.23759841918945,43.96319961547852
EMD,0,Emerald Airport,Emerald,Australia,-23.5674991608,148.179000854
KIX,17,Kansai International Airport,Osaka,Japan,34.42729949951172,135.24400329589844
TAG,17,Tagbilaran Airport,Tagbilaran,Philippines,9.665442,123.853533
JAV,1,Ilulissat Airport,Ilulissat,Greenland,69.2432022095,-51.0570983887
JEG,1,Aasiaat Airport,Aasiaat,Greenland,68.7218017578,-52.7846984863
PMI,2,Palma De Mallorca Airport,Palma de Mallorca,Spain,39.551700592,2.73881006241
DRW,0,Darwin International Airport,Darwin,Australia,-12.41469955444336,130.8769989013672
URT,17,Surat Thani Airport,Surat Thani,Thailand,9.13259983063,99.135597229
HVN,3,Tweed New Haven Airport,New Haven,United States,41.26369858,-72.88680267
AVL,3,Asheville Regional Airport,Asheville,United States,35.43619918823242,-82.54180145263672
GSO,3,Piedmont Triad International Airport,Greensboro,United States,36.097801208496094,-79.93730163574219
FSD,3,Joe Foss Field Airport,Sioux Falls,United States,43.5820007324,-96.741897583
AYQ,0,Ayers Rock Connellan Airport,Uluru,Australia,-25.1861,130.975998
MHT,3,Manchester-Boston Regional Airport,Manchester NH,United States,42.932598,-71.435699
APF,3,Naples Municipal Airport,Naples,United States,26.1525993347,-81.7752990723
RDN,0,LTS Pulau Redang Airport,Redang,Malaysia,5.765279769897461,103.00700378417967
SDF,3,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736
CHO,3,Charlottesville Albemarle Airport,Charlottesville VA,United States,38.13859939575195,-78.4529037475586
ROA,3,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,37.3255,-79.975403
LEX,3,Blue Grass Airport,Lexington KY,United States,38.0364990234375,-84.60590362548828
EVV,3,Evansville Regional Airport,Evansville,United States,38.0369987488,-87.5324020386
ABQ,3,Albuquerque International Sunport,Albuquerque,United States,35.040199,-106.609001
BZN,3,Gallatin Field,Bozeman,United States,45.77750015,-111.1529999
BIL,3,Billings Logan International Airport,Billings,United States,45.80770111083984,-108.54299926757812
BTM,3,Bert Mooney Airport,Butte,United States,45.95479965209961,-112.49700164794922
TVC,3,Cherry Capital Airport,Traverse City,United States,44.74140167236328,-85.58219909667969
FRS,3,Mundo Maya International Airport,Flores,Guatemala,16.913799285899998,-89.86640167239999
BHB,3,Hancock County-Bar Harbor Airport,Bar Harbor,United States,44.45000076,-68.3615036
RKD,3,Knox County Regional Airport,Rockland,United States,44.06010056,-69.09919739
JAC,3,Jackson Hole Airport,Jacksn Hole,United States,43.6072998046875,-110.73799896240234
RFD,3,Chicago Rockford International Airport,Rockford,United States,42.19540023803711,-89.09719848632812
DME,13,Domodedovo International Airport,Moscow,Russia,55.40879821777344,37.90629959106445
SYX,17,Sanya Phoenix International Airport,Sanya,China,18.30290031433105,109.41200256347656
LJG,17,Lijiang Airport,Lijiang,China,26.6800003052,100.246002197
GSP,3,Greenville Spartanburg International Airport,Greenville,United States,34.8956985474,-82.2189025879
BMI,3,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,40.47710037,-88.91590118
GPT,3,Gulfport Biloxi International Airport,Gulfport,United States,30.40730094909668,-89.07009887695312
AZO,3,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,42.234901428222656,-85.5521011352539
TOL,3,Toledo Express Airport,Toledo,United States,41.58679962,-83.80780029
FWA,3,Fort Wayne International Airport,Fort Wayne,United States,40.97850037,-85.19509888
DEC,3,Decatur Airport,Decatur,United States,39.834598541259766,-88.8656997680664
CID,3,The Eastern Iowa Airport,Cedar Rapids,United States,41.88470077514648,-91.71080017089844
LSE,3,La Crosse Municipal Airport,La Crosse,United States,43.879002,-91.256699
